order_id,order_date,region,category,units,unit_price,discount,revenue,cost,profit
O00355,2025-08-04,West,Accessories,5,209.89,0.105,939.26,752.34,186.92
O00356,2025-08-04,West,Office,8,159.18,0.2,1018.75,708.51,310.24
O00357,2025-08-05,North,Electronics,8,80.32,0.065,600.79,350.79,250.0
O00358,2025-08-05,East,Home,7,307.95,0.021,2110.38,1610.45,499.93
O00359,2025-08-06,East,Office,7,107.47,0.171,623.65,509.89,113.76
O00360,2025-08-07,West,Accessories,4,52.48,0.188,170.46,93.79,76.67
O00361,2025-08-07,West,Office,3,106.67,0.207,253.77,179.0,74.77
O00362,2025-08-08,East,Electronics,1,166.33,0.154,140.72,107.96,32.76
O00363,2025-08-08,North,Accessories,7,204.26,0.074,1324.01,970.02,353.99
O00364,2025-08-09,North,Office,5,333.21,0.043,1594.41,1240.0,354.41
O00365,2025-08-10,West,Office,7,134.75,0.076,871.56,640.02,231.54
O00366,2025-08-10,East,Office,4,290.11,0.001,1159.28,730.39,428.89
O00367,2025-08-11,East,Accessories,1,277.26,0.064,259.52,176.39,83.13
O00368,2025-08-12,North,Home,1,120.55,0.12,106.08,84.0,22.08
O00369,2025-08-12,West,Accessories,7,235.23,0.209,1302.47,774.27,528.2
O00370,2025-08-13,North,Office,7,241.13,0.065,1578.2,905.67,672.53
O00371,2025-08-13,West,Accessories,3,81.26,0.028,236.95,146.52,90.43
O00372,2025-08-14,West,Home,2,327.68,0.078,604.24,450.13,154.11
O00373,2025-08-15,East,Accessories,1,36.33,0.202,28.99,16.38,12.61
O00374,2025-08-15,South,Accessories,6,35.71,0.238,163.27,124.2,39.07
O00375,2025-08-16,West,Office,7,200.45,0.019,1376.49,1116.4,260.09
O00376,2025-08-16,South,Office,3,119.94,0.196,289.3,177.69,111.61
O00377,2025-08-17,West,Accessories,2,200.2,0.115,354.35,274.39,79.96
O00378,2025-08-18,West,Office,4,114.35,0.115,404.8,284.25,120.55
O00379,2025-08-18,West,Accessories,7,312.03,0.128,1904.63,1180.47,724.16
O00380,2025-08-19,South,Accessories,4,167.26,0.19,541.92,404.22,137.7
O00381,2025-08-19,West,Electronics,5,52.8,0.229,203.54,128.19,75.35
O00382,2025-08-20,South,Home,5,106.48,0.032,515.36,403.62,111.74
O00383,2025-08-21,West,Accessories,5,68.79,0.065,321.59,216.04,105.55
O00384,2025-08-21,West,Accessories,5,346.26,0.174,1430.05,1042.05,388.0
O00385,2025-08-22,South,Accessories,1,271.21,0.001,270.94,206.82,64.12
O00386,2025-08-22,West,Electronics,3,94.98,0.173,235.65,142.66,92.99
O00387,2025-08-23,West,Accessories,5,84.18,0.115,372.5,209.32,163.18
O00388,2025-08-24,West,Accessories,1,252.77,0.113,224.21,160.34,63.87
O00389,2025-08-24,North,Electronics,7,277.51,0.185,1583.19,1046.9,536.29
O00390,2025-08-25,South,Office,2,181.94,0.091,330.77,191.25,139.52
O00391,2025-08-25,South,Home,1,324.08,0.034,313.06,191.11,121.95
O00392,2025-08-26,North,Office,5,160.08,0.163,669.93,482.52,187.41
O00393,2025-08-27,North,Accessories,6,214.88,0.196,1036.58,713.25,323.33
O00394,2025-08-27,North,Home,5,35.84,0.238,136.55,80.65,55.9
O00395,2025-08-28,East,Home,5,195.92,0.072,909.07,621.49,287.58
O00396,2025-08-29,North,Electronics,6,91.69,0.172,455.52,346.67,108.85
O00397,2025-08-29,North,Electronics,3,55.8,0.192,135.26,104.28,30.98
O00398,2025-08-30,North,Accessories,1,136.3,0.115,120.63,98.64,21.99
O00399,2025-08-30,East,Electronics,6,214.77,0.235,985.79,617.07,368.72
O00400,2025-08-31,South,Electronics,2,298.34,0.191,482.71,305.82,176.89
O00401,2025-09-01,South,Office,1,126.6,0.034,122.3,87.33,34.97
O00402,2025-09-01,West,Accessories,2,187.74,0.139,323.29,190.09,133.2
O00403,2025-09-02,South,Accessories,8,238.73,0.116,1688.3,1147.5,540.8
O00404,2025-09-02,North,Electronics,7,18.61,0.061,122.32,76.46,45.86
O00405,2025-09-03,North,Electronics,1,204.27,0.034,197.32,137.72,59.6
O00406,2025-09-04,South,Accessories,7,217.1,0.135,1314.54,1010.66,303.88
O00407,2025-09-04,West,Office,5,55.55,0.229,214.15,156.97,57.18
O00408,2025-09-05,South,Accessories,7,164.34,0.191,930.66,708.2,222.46
O00409,2025-09-05,South,Electronics,6,162.63,0.038,938.7,639.23,299.47
O00410,2025-09-06,South,Electronics,8,264.8,0.212,1669.3,1260.73,408.57
O00411,2025-09-07,North,Accessories,5,120.56,0.055,569.65,430.67,138.98
O00412,2025-09-07,North,Accessories,8,136.78,0.204,871.02,598.13,272.89
O00413,2025-09-08,North,Office,7,35.24,0.231,189.7,122.05,67.65
O00414,2025-09-08,South,Home,6,97.72,0.114,519.48,340.3,179.18
O00415,2025-09-09,West,Accessories,4,234.16,0.176,771.79,522.68,249.11
O00416,2025-09-10,West,Electronics,5,120.64,0.12,530.82,391.79,139.03
O00417,2025-09-10,West,Office,8,213.98,0.106,1530.38,1090.46,439.92
O00418,2025-09-11,West,Home,7,136.14,0.119,839.58,633.23,206.35
O00419,2025-09-12,South,Accessories,4,212.49,0.084,778.56,635.23,143.33
O00420,2025-09-12,South,Accessories,5,233.23,0.092,1058.86,749.67,309.19
O00421,2025-09-13,North,Home,5,150.72,0.047,718.18,583.38,134.8
O00422,2025-09-13,South,Electronics,7,311.63,0.162,1828.02,1429.33,398.69
O00423,2025-09-14,East,Accessories,2,16.99,0.244,25.69,19.42,6.27
O00424,2025-09-15,South,Office,2,58.53,0.041,112.26,86.47,25.79
O00425,2025-09-15,East,Home,6,200.82,0.098,1086.84,620.27,466.57
O00426,2025-09-16,South,Electronics,5,68.12,0.071,316.42,193.16,123.26
O00427,2025-09-16,South,Home,5,114.74,0.193,462.98,349.96,113.02
O00428,2025-09-17,East,Office,4,95.13,0.09,346.27,246.49,99.78
O00429,2025-09-18,East,Home,6,287.41,0.001,1722.74,1041.17,681.57
O00430,2025-09-18,East,Electronics,4,100.9,0.078,372.12,280.21,91.91
O00431,2025-09-19,East,Home,6,167.59,0.119,885.88,591.15,294.73
O00432,2025-09-19,South,Accessories,5,305.37,0.04,1465.78,925.91,539.87
O00433,2025-09-20,North,Home,1,173.84,0.043,166.36,134.71,31.65
O00434,2025-09-21,North,Accessories,5,309.74,0.036,1492.95,1092.2,400.75
O00435,2025-09-21,South,Home,1,220.49,0.214,173.31,103.56,69.75
O00436,2025-09-22,East,Accessories,5,284.88,0.046,1358.88,827.33,531.55
O00437,2025-09-22,West,Accessories,1,145.64,0.127,127.14,96.04,31.1
O00438,2025-09-23,South,Accessories,8,198.96,0.089,1450.02,806.14,643.88
O00439,2025-09-24,North,Electronics,2,21.32,0.247,32.11,24.8,7.31
O00440,2025-09-24,West,Home,2,242.35,0.179,397.94,220.51,177.43
O00441,2025-09-25,West,Accessories,1,22.08,0.12,19.43,12.96,6.47
O00442,2025-09-25,South,Home,2,265.33,0.227,410.2,320.62,89.58
O00443,2025-09-26,East,Office,1,347.7,0.061,326.49,217.56,108.93
O00444,2025-09-27,North,Home,6,335.57,0.01,1993.29,1330.74,662.55
O00445,2025-09-27,South,Office,2,225.68,0.068,420.67,282.39,138.28
O00446,2025-09-28,East,Home,2,277.92,0.136,480.25,300.9,179.35
O00447,2025-09-29,East,Accessories,8,92.52,0.242,561.04,420.14,140.9
O00448,2025-09-29,West,Electronics,3,169.74,0.096,460.33,285.26,175.07
O00449,2025-09-30,East,Electronics,5,262.95,0.156,1109.65,840.7,268.95
O00450,2025-09-30,South,Accessories,2,58.82,0.136,101.64,81.16,20.48
O00451,2025-10-01,East,Office,4,112.09,0.172,371.24,210.61,160.63
O00452,2025-10-02,West,Home,4,72.81,0.113,258.33,142.96,115.37
O00453,2025-10-02,North,Electronics,7,101.6,0.069,662.13,498.16,163.97
O00454,2025-10-03,North,Home,4,52.43,0.133,181.83,137.42,44.41
O00455,2025-10-03,West,Accessories,4,83.84,0.102,301.15,184.67,116.48
O00456,2025-10-04,North,Accessories,8,223.11,0.01,1767.03,1129.22,637.81
O00457,2025-10-05,East,Electronics,3,335.71,0.238,767.43,466.39,301.04
O00458,2025-10-05,South,Home,6,197.85,0.245,896.26,531.84,364.42
O00459,2025-10-06,West,Electronics,8,324.99,0.04,2495.92,1581.48,914.44
O00460,2025-10-06,South,Home,5,137.5,0.229,530.06,302.23,227.83
O00461,2025-10-07,North,Electronics,6,253.41,0.203,1211.81,805.41,406.4
O00462,2025-10-08,West,Office,5,128.9,0.196,518.18,392.2,125.98
O00463,2025-10-08,North,Home,6,186.43,0.173,925.07,683.1,241.97
O00464,2025-10-09,West,Office,3,64.89,0.162,163.13,104.31,58.82
O00465,2025-10-09,North,Electronics,5,272.11,0.147,1160.55,746.24,414.31
O00466,2025-10-10,East,Home,8,102.83,0.052,779.86,620.51,159.35
O00467,2025-10-11,West,Accessories,2,172.51,0.247,259.8,189.77,70.03
O00468,2025-10-11,East,Electronics,1,340.93,0.22,265.93,168.9,97.03
O00469,2025-10-12,North,Home,4,172.31,0.006,685.1,437.6,247.5
O00470,2025-10-13,East,Office,6,319.76,0.245,1448.51,833.86,614.65
O00471,2025-10-13,North,Accessories,7,297.99,0.14,1793.9,1177.38,616.52
O00472,2025-10-14,West,Electronics,1,183.25,0.192,148.07,86.45,61.62
O00473,2025-10-14,North,Home,6,60.02,0.21,284.49,166.54,117.95
O00474,2025-10-15,North,Office,4,77.02,0.069,286.82,165.46,121.36
O00475,2025-10-16,East,Accessories,5,156.48,0.028,760.49,450.83,309.66
O00476,2025-10-16,East,Office,2,161.23,0.13,280.54,179.7,100.84
O00477,2025-10-17,East,Office,2,272.47,0.138,469.74,275.38,194.36
O00478,2025-10-17,West,Office,5,264.45,0.067,1233.66,819.6,414.06
O00479,2025-10-18,North,Electronics,5,42.04,0.114,186.24,128.55,57.69
O00480,2025-10-19,West,Home,2,138.1,0.029,268.19,190.3,77.89
O00481,2025-10-19,South,Office,2,28.15,0.199,45.1,25.42,19.68
O00482,2025-10-20,West,Home,5,91.24,0.237,348.08,198.72,149.36
O00483,2025-10-20,North,Electronics,5,335.25,0.001,1674.57,1114.47,560.1
O00484,2025-10-21,West,Home,1,104.56,0.081,96.09,55.38,40.71
O00485,2025-10-22,South,Electronics,6,51.63,0.098,279.42,158.86,120.56
O00486,2025-10-22,North,Accessories,2,244.45,0.043,467.88,383.35,84.53
O00487,2025-10-23,East,Office,7,47.06,0.245,248.71,157.35,91.36
O00488,2025-10-23,North,Office,6,321.71,0.057,1820.24,1078.35,741.89
O00489,2025-10-24,East,Office,7,224.94,0.189,1276.98,959.84,317.14
O00490,2025-10-25,North,Office,5,246.76,0.092,1120.29,754.01,366.28
O00491,2025-10-25,North,Office,6,200.24,0.173,993.59,803.68,189.91
O00492,2025-10-26,East,Accessories,4,135.93,0.022,531.76,314.29,217.47
O00493,2025-10-26,East,Home,3,25.18,0.073,70.03,41.98,28.05
O00494,2025-10-27,South,Accessories,6,110.97,0.166,555.29,440.79,114.5
O00495,2025-10-28,South,Electronics,6,35.07,0.047,200.53,163.41,37.12
O00496,2025-10-28,North,Home,5,273.36,0.1,1230.12,994.13,235.99
O00497,2025-10-29,South,Accessories,3,159.08,0.246,359.84,291.7,68.14
O00498,2025-10-30,South,Accessories,3,241.12,0.15,614.86,338.92,275.94
O00499,2025-10-30,West,Office,8,294.75,0.026,2296.69,1728.84,567.85
O00500,2025-10-31,South,Office,8,114.04,0.011,902.28,512.99,389.29
O00501,2025-10-31,East,Office,7,308.0,0.087,1968.43,1306.76,661.67
O00502,2025-11-01,East,Office,3,56.86,0.236,130.32,87.81,42.51
O00503,2025-11-02,West,Accessories,4,191.52,0.24,582.22,363.98,218.24
O00504,2025-11-02,West,Electronics,1,275.43,0.057,259.73,189.36,70.37
O00505,2025-11-03,East,Office,5,262.85,0.123,1152.6,703.99,448.61
O00506,2025-11-03,South,Home,2,236.37,0.188,383.86,265.66,118.2
O00507,2025-11-04,West,Office,8,204.32,0.234,1252.07,806.7,445.37
O00508,2025-11-05,West,Electronics,4,88.82,0.054,336.09,240.77,95.32
O00509,2025-11-05,East,Electronics,1,94.88,0.119,83.59,58.68,24.91
O00510,2025-11-06,East,Accessories,1,18.12,0.123,15.89,9.34,6.55
O00511,2025-11-06,North,Electronics,6,165.17,0.24,753.18,530.62,222.56
O00512,2025-11-07,South,Office,5,103.89,0.096,469.58,278.7,190.88
O00513,2025-11-08,East,Home,6,95.67,0.081,527.52,349.36,178.16
O00514,2025-11-08,West,Electronics,8,228.91,0.105,1639.0,1176.75,462.25
O00515,2025-11-09,East,Home,3,67.55,0.055,191.5,146.51,44.99
O00516,2025-11-09,North,Electronics,5,94.23,0.103,422.62,320.34,102.28
O00517,2025-11-10,North,Office,2,265.07,0.19,429.41,340.56,88.85
O00518,2025-11-11,West,Electronics,2,148.0,0.102,265.81,195.49,70.32
O00519,2025-11-11,South,Accessories,3,272.21,0.024,797.03,504.53,292.5
O00520,2025-11-12,East,Accessories,1,75.47,0.034,72.9,48.48,24.42
O00521,2025-11-12,North,Home,1,143.16,0.141,122.97,81.79,41.18
O00522,2025-11-13,West,Accessories,5,223.29,0.087,1019.32,664.05,355.27
O00523,2025-11-14,South,Accessories,4,209.98,0.15,713.93,478.63,235.3
O00524,2025-11-14,North,Home,6,114.17,0.036,660.36,498.85,161.51
O00525,2025-11-15,South,Accessories,6,347.46,0.088,1901.3,1314.57,586.73
O00526,2025-11-16,North,Electronics,6,145.58,0.235,668.21,547.45,120.76
O00527,2025-11-16,North,Accessories,3,228.95,0.011,679.29,532.33,146.96
O00528,2025-11-17,South,Office,5,70.94,0.196,285.18,200.68,84.5
O00529,2025-11-17,East,Home,3,73.09,0.211,173.0,104.66,68.34
O00530,2025-11-18,North,Office,3,19.6,0.135,50.86,33.29,17.57
O00531,2025-11-19,South,Electronics,4,94.59,0.196,304.2,178.88,125.32
O00532,2025-11-19,North,Office,4,81.88,0.164,273.81,166.9,106.91
O00533,2025-11-20,East,Electronics,2,281.35,0.033,544.13,413.56,130.57
O00534,2025-11-20,South,Office,7,74.52,0.13,453.83,363.1,90.73
O00535,2025-11-21,East,Office,4,139.19,0.039,535.05,397.18,137.87
O00536,2025-11-22,West,Accessories,1,325.32,0.015,320.44,185.18,135.26
O00537,2025-11-22,North,Electronics,6,143.34,0.058,810.16,561.93,248.23
O00538,2025-11-23,West,Office,3,67.9,0.146,173.96,136.6,37.36
O00539,2025-11-23,West,Accessories,7,312.48,0.083,2005.81,1202.87,802.94
O00540,2025-11-24,North,Accessories,3,69.51,0.054,197.27,121.73,75.54
O00541,2025-11-25,South,Accessories,7,331.16,0.095,2097.9,1679.79,418.11
O00542,2025-11-25,West,Office,8,332.5,0.048,2532.32,1947.45,584.87
O00543,2025-11-26,West,Home,5,84.87,0.038,408.22,314.56,93.66
O00544,2025-11-26,North,Office,5,101.06,0.092,458.81,317.12,141.69
O00545,2025-11-27,West,Electronics,2,243.02,0.006,483.12,344.29,138.83
O00546,2025-11-28,North,Office,2,129.55,0.174,214.02,168.5,45.52
O00547,2025-11-28,South,Electronics,2,60.22,0.153,102.01,75.76,26.25
O00548,2025-11-29,East,Office,7,180.75,0.166,1055.22,691.31,363.91
O00549,2025-11-30,West,Home,7,16.9,0.19,95.82,66.88,28.94
O00550,2025-11-30,North,Home,3,97.13,0.06,273.91,217.5,56.41
O00551,2025-12-01,West,Accessories,7,222.37,0.208,1232.82,913.53,319.29
O00552,2025-12-01,West,Home,4,341.82,0.081,1256.53,869.65,386.88
O00553,2025-12-02,South,Office,2,34.85,0.085,63.78,37.26,26.52
O00554,2025-12-03,South,Electronics,3,45.45,0.2,109.08,63.49,45.59
O00555,2025-12-03,North,Office,4,170.19,0.176,560.95,316.4,244.55
O00556,2025-12-04,North,Electronics,2,290.5,0.19,470.61,270.73,199.88
O00557,2025-12-04,North,Office,6,72.26,0.16,364.19,236.63,127.56
O00558,2025-12-05,West,Home,4,207.66,0.094,752.56,505.54,247.02
O00559,2025-12-06,South,Accessories,6,127.27,0.134,661.29,380.48,280.81
O00560,2025-12-06,South,Accessories,5,172.02,0.127,750.87,459.72,291.15
O00561,2025-12-07,South,Office,5,64.3,0.045,307.03,206.36,100.67
O00562,2025-12-07,West,Office,4,298.83,0.186,972.99,760.63,212.36
O00563,2025-12-08,East,Electronics,5,155.62,0.174,642.71,482.12,160.59
O00564,2025-12-09,South,Home,4,23.99,0.096,86.75,70.27,16.48
O00565,2025-12-09,South,Office,3,220.14,0.234,505.88,355.69,150.19
O00566,2025-12-10,North,Home,2,101.27,0.098,182.69,115.63,67.06
O00567,2025-12-10,North,Home,7,269.7,0.036,1819.94,1385.55,434.39
O00568,2025-12-11,North,Accessories,7,18.96,0.249,99.67,73.56,26.11
O00569,2025-12-12,South,Electronics,7,154.47,0.192,873.68,646.67,227.01
O00570,2025-12-12,North,Accessories,7,229.27,0.145,1372.18,959.57,412.61
O00571,2025-12-13,West,Electronics,3,123.0,0.152,312.91,180.43,132.48
O00572,2025-12-13,North,Office,5,140.43,0.078,647.38,398.14,249.24
O00573,2025-12-14,East,Office,8,145.7,0.148,993.09,802.96,190.13
O00574,2025-12-15,South,Accessories,6,243.22,0.22,1138.27,674.47,463.8
O00575,2025-12-15,North,Home,2,326.38,0.057,615.55,414.2,201.35
O00576,2025-12-16,North,Accessories,8,326.23,0.041,2502.84,1432.9,1069.94
O00577,2025-12-17,South,Electronics,5,88.77,0.195,357.3,249.58,107.72
O00578,2025-12-17,West,Office,2,198.58,0.17,329.64,222.56,107.08
O00579,2025-12-18,East,Electronics,2,164.84,0.052,312.54,194.8,117.74
O00580,2025-12-18,East,Accessories,2,90.73,0.169,150.79,101.11,49.68
O00581,2025-12-19,East,Office,2,240.83,0.18,394.96,241.75,153.21
O00582,2025-12-20,South,Electronics,2,299.61,0.07,557.27,342.09,215.18
O00583,2025-12-20,East,Accessories,8,247.05,0.077,1824.22,1483.91,340.31
O00584,2025-12-21,West,Accessories,5,96.04,0.038,461.95,353.66,108.29
O00585,2025-12-21,East,Electronics,6,304.4,0.139,1572.53,961.59,610.94
O00586,2025-12-22,East,Electronics,1,262.01,0.162,219.56,124.01,95.55
O00587,2025-12-23,North,Electronics,6,146.14,0.139,754.96,448.22,306.74
O00588,2025-12-23,East,Electronics,6,220.0,0.069,1228.92,685.22,543.7
O00589,2025-12-24,North,Electronics,1,257.12,0.123,225.49,135.4,90.09
O00590,2025-12-24,East,Home,1,259.33,0.083,237.81,150.62,87.19
O00591,2025-12-25,West,Office,5,143.0,0.084,654.94,493.19,161.75
O00592,2025-12-26,South,Electronics,1,52.94,0.111,47.06,33.14,13.92
O00593,2025-12-26,East,Office,3,236.67,0.103,636.88,365.66,271.22
O00594,2025-12-27,South,Office,8,198.9,0.083,1459.13,1168.24,290.89
O00595,2025-12-27,West,Electronics,8,208.83,0.104,1496.89,1115.86,381.03
O00596,2025-12-28,West,Home,3,292.48,0.021,859.01,591.62,267.39
O00597,2025-12-29,North,Accessories,8,305.16,0.055,2307.01,1627.96,679.05
O00598,2025-12-29,South,Electronics,5,218.07,0.25,817.76,587.83,229.93
O00599,2025-12-30,South,Electronics,5,264.21,0.158,1112.32,793.61,318.71
O00600,2025-12-31,South,Electronics,4,244.15,0.117,862.34,674.12,188.22
